,Date,Paris,Versailles,Melun,Fontainebleau,Cergy
0,01/03/2018,-2°C/3°C,-1°C/3°C,0°C/5°C,0°C/5°C,-2°C/2°C
1,02/03/2018,2°C/8°C,2°C/8°C,3°C/8°C,3°C/8°C,1°C/8°C
2,03/03/2018,4°C/10°C,4°C/11°C,4°C/11°C,4°C/11°C,4°C/10°C
3,04/03/2018,5°C/7°C,5°C/7°C,6°C/8°C,6°C/8°C,5°C/7°C
4,05/03/2018,6°C/12°C,6°C/11°C,6°C/12°C,6°C/12°C,6°C/11°C
5,06/03/2018,6°C/11°C,6°C/11°C,7°C/11°C,7°C/11°C,6°C/11°C
6,07/03/2018,6°C/10°C,5°C/9°C,6°C/10°C,6°C/10°C,6°C/10°C
7,08/03/2018,7°C/9°C,6°C/9°C,7°C/10°C,7°C/10°C,7°C/8°C
8,09/03/2018,7°C/14°C,8°C/14°C,8°C/14°C,8°C/14°C,7°C/14°C
9,10/03/2018,11°C/15°C,11°C/15°C,11°C/16°C,11°C/16°C,11°C/15°C
10,11/03/2018,13°C/17°C,12°C/16°C,13°C/17°C,12°C/17°C,12°C/17°C
11,12/03/2018,10°C/12°C,9°C/12°C,10°C/12°C,9°C/12°C,11°C/12°C
12,13/03/2018,9°C/12°C,7°C/12°C,9°C/12°C,9°C/12°C,9°C/12°C
13,14/03/2018,8°C/13°C,8°C/14°C,8°C/13°C,8°C/13°C,8°C/14°C
14,15/03/2018,9°C/13°C,9°C/13°C,8°C/13°C,8°C/13°C,9°C/13°C
15,16/03/2018,9°C/13°C,8°C/13°C,8°C/13°C,8°C/13°C,9°C/13°C
16,17/03/2018,3°C/7°C,3°C/7°C,5°C/7°C,3°C/7°C,4°C/7°C
17,18/03/2018,0°C/2°C,0°C/3°C,0°C/2°C,0°C/2°C,1°C/2°C
18,19/03/2018,0°C/3°C,0°C/3°C,0°C/3°C,0°C/3°C,0°C/3°C
19,20/03/2018,2°C/7°C,2°C/7°C,2°C/7°C,2°C/7°C,2°C/7°C
20,21/03/2018,4°C/8°C,2°C/7°C,3°C/8°C,3°C/8°C,4°C/7°C
21,22/03/2018,5°C/8°C,4°C/8°C,4°C/8°C,4°C/8°C,5°C/8°C
22,23/03/2018,5°C/6°C,5°C/7°C,1°C/6°C,5°C/6°C,5°C/8°C
23,24/03/2018,5°C/13°C,6°C/13°C,5°C/13°C,5°C/13°C,6°C/13°C
24,25/03/2018,10°C/14°C,9°C/14°C,10°C/14°C,10°C/14°C,10°C/14°C
25,26/03/2018,8°C/13°C,8°C/13°C,8°C/13°C,8°C/13°C,8°C/13°C
26,27/03/2018,7°C/11°C,7°C/12°C,6°C/11°C,6°C/11°C,7°C/11°C
27,28/03/2018,7°C/12°C,5°C/12°C,9°C/12°C,7°C/12°C,9°C/12°C
28,29/03/2018,7°C/12°C,7°C/11°C,8°C/12°C,8°C/12°C,7°C/11°C
29,30/03/2018,6°C/10°C,5°C/10°C,6°C/10°C,6°C/10°C,6°C/10°C
30,31/03/2018,8°C/11°C,5°C/11°C,8°C/11°C,8°C/11°C,7°C/11°C
31,01/09/2018,19°C/23°C,17°C/23°C,19°C/23°C,18°C/23°C,19°C/23°C
32,02/09/2018,18°C/24°C,17°C/24°C,19°C/24°C,19°C/24°C,18°C/24°C
33,03/09/2018,20°C/24°C,19°C/24°C,20°C/23°C,20°C/23°C,20°C/24°C
34,04/09/2018,19°C/23°C,17°C/22°C,19°C/23°C,19°C/23°C,18°C/22°C
35,05/09/2018,20°C/25°C,18°C/25°C,21°C/26°C,21°C/26°C,20°C/24°C
36,06/09/2018,18°C/22°C,15°C/22°C,19°C/22°C,18°C/22°C,18°C/21°C
37,07/09/2018,17°C/20°C,14°C/20°C,17°C/20°C,16°C/20°C,17°C/20°C
38,08/09/2018,18°C/22°C,17°C/22°C,18°C/22°C,18°C/22°C,18°C/22°C
39,09/09/2018,20°C/28°C,20°C/28°C,21°C/28°C,21°C/28°C,20°C/28°C
40,10/09/2018,19°C/25°C,18°C/24°C,20°C/25°C,20°C/25°C,19°C/24°C
41,11/09/2018,22°C/28°C,20°C/27°C,22°C/28°C,22°C/28°C,21°C/27°C
42,12/09/2018,22°C/27°C,19°C/27°C,23°C/28°C,23°C/28°C,21°C/26°C
43,13/09/2018,16°C/20°C,15°C/19°C,17°C/20°C,17°C/20°C,14°C/19°C
44,14/09/2018,17°C/21°C,14°C/21°C,17°C/21°C,17°C/21°C,17°C/20°C
45,15/09/2018,17°C/22°C,16°C/22°C,17°C/22°C,17°C/22°C,17°C/22°C
46,16/09/2018,19°C/25°C,18°C/24°C,19°C/25°C,19°C/25°C,19°C/24°C
47,17/09/2018,21°C/28°C,21°C/28°C,21°C/29°C,21°C/29°C,21°C/28°C
48,18/09/2018,21°C/25°C,20°C/24°C,22°C/26°C,20°C/26°C,21°C/25°C
49,19/09/2018,20°C/25°C,19°C/24°C,21°C/25°C,20°C/25°C,20°C/24°C
50,20/09/2018,20°C/25°C,19°C/25°C,20°C/26°C,20°C/26°C,20°C/25°C
51,21/09/2018,16°C/19°C,13°C/18°C,17°C/19°C,15°C/19°C,17°C/19°C
52,22/09/2018,15°C/18°C,15°C/18°C,15°C/18°C,15°C/18°C,15°C/17°C
53,23/09/2018,13°C/21°C,10°C/20°C,16°C/21°C,13°C/21°C,15°C/20°C
54,24/09/2018,13°C/17°C,11°C/17°C,13°C/17°C,12°C/17°C,13°C/17°C
55,25/09/2018,13°C/17°C,12°C/17°C,13°C/17°C,12°C/17°C,12°C/17°C
56,26/09/2018,13°C/21°C,14°C/21°C,13°C/21°C,13°C/21°C,13°C/21°C
57,27/09/2018,17°C/24°C,17°C/25°C,18°C/25°C,18°C/25°C,17°C/24°C
58,28/09/2018,15°C/19°C,13°C/19°C,18°C/20°C,14°C/20°C,17°C/18°C
59,29/09/2018,12°C/18°C,12°C/18°C,12°C/18°C,12°C/18°C,12°C/17°C
60,30/09/2018,12°C/18°C,12°C/18°C,13°C/18°C,13°C/18°C,12°C/18°C
61,01/08/2018,24°C/29°C,23°C/28°C,24°C/29°C,24°C/29°C,23°C/28°C
62,02/08/2018,25°C/32°C,24°C/32°C,26°C/32°C,26°C/32°C,24°C/31°C
63,03/08/2018,27°C/34°C,25°C/33°C,28°C/34°C,28°C/34°C,27°C/33°C
64,04/08/2018,27°C/32°C,24°C/31°C,27°C/32°C,27°C/32°C,26°C/31°C
65,05/08/2018,22°C/30°C,22°C/30°C,23°C/30°C,23°C/30°C,21°C/29°C
66,06/08/2018,28°C/33°C,26°C/32°C,28°C/33°C,28°C/33°C,27°C/32°C
67,07/08/2018,30°C/36°C,26°C/36°C,30°C/36°C,30°C/36°C,30°C/36°C
68,08/08/2018,22°C/24°C,21°C/24°C,22°C/24°C,22°C/24°C,21°C/24°C
69,09/08/2018,16°C/20°C,16°C/19°C,17°C/21°C,17°C/21°C,16°C/19°C
70,10/08/2018,19°C/22°C,17°C/22°C,19°C/22°C,19°C/22°C,18°C/22°C
71,11/08/2018,19°C/24°C,19°C/24°C,19°C/24°C,19°C/24°C,19°C/24°C
72,12/08/2018,23°C/30°C,21°C/30°C,23°C/30°C,23°C/30°C,23°C/29°C
73,13/08/2018,19°C/24°C,18°C/23°C,20°C/24°C,20°C/24°C,18°C/23°C
74,14/08/2018,21°C/25°C,19°C/24°C,21°C/24°C,21°C/24°C,7°C/11°C
75,01/12/2018,7°C/11°C,7°C/10°C,7°C/10°C,8°C/11°C,14°C/15°C
76,02/12/2018,14°C/15°C,11°C/14°C,11°C/14°C,14°C/15°C,12°C/14°C
77,03/12/2018,11°C/14°C,11°C/14°C,11°C/14°C,13°C/14°C,8°C/11°C
78,04/12/2018,9°C/11°C,10°C/11°C,8°C/11°C,9°C/11°C,9°C/11°C
79,05/12/2018,9°C/11°C,9°C/11°C,9°C/11°C,9°C/11°C,11°C/13°C
80,06/12/2018,12°C/13°C,11°C/13°C,11°C/13°C,11°C/13°C,9°C/12°C
81,07/12/2018,8°C/12°C,11°C/12°C,9°C/12°C,10°C/12°C,9°C/12°C
82,08/12/2018,8°C/12°C,8°C/13°C,8°C/13°C,9°C/12°C,9°C/11°C
83,09/12/2018,8°C/11°C,10°C/11°C,8°C/11°C,10°C/11°C,7°C/10°C
84,10/12/2018,6°C/10°C,7°C/10°C,6°C/10°C,7°C/10°C,6°C/8°C
85,11/12/2018,5°C/8°C,5°C/7°C,5°C/7°C,6°C/8°C,1°C/5°C
86,12/12/2018,1°C/4°C,1°C/4°C,1°C/4°C,2°C/5°C,0°C/3°C
87,13/12/2018,0°C/3°C,1°C/3°C,0°C/3°C,1°C/3°C,-1°C/2°C
88,14/12/2018,-1°C/1°C,-1°C/2°C,-1°C/2°C,-1°C/2°C,-1°C/2°C
89,15/12/2018,-1°C/2°C,-1°C/2°C,-1°C/2°C,-1°C/2°C,2°C/5°C
90,16/12/2018,2°C/5°C,2°C/5°C,2°C/5°C,2°C/5°C,4°C/7°C
91,17/12/2018,4°C/7°C,4°C/7°C,4°C/7°C,4°C/7°C,5°C/8°C
92,18/12/2018,5°C/8°C,4°C/8°C,4°C/8°C,5°C/8°C,8°C/9°C
93,19/12/2018,7°C/9°C,8°C/10°C,8°C/10°C,8°C/9°C,7°C/9°C
94,20/12/2018,6°C/9°C,7°C/9°C,7°C/9°C,6°C/9°C,12°C/15°C
95,21/12/2018,12°C/14°C,13°C/14°C,13°C/14°C,9°C/14°C,10°C/12°C
96,22/12/2018,9°C/12°C,10°C/12°C,10°C/12°C,10°C/12°C,10°C/13°C
97,23/12/2018,12°C/13°C,10°C/13°C,10°C/13°C,11°C/13°C,7°C/13°C
98,24/12/2018,6°C/13°C,8°C/13°C,6°C/13°C,8°C/13°C,2°C/8°C
99,25/12/2018,2°C/5°C,2°C/5°C,2°C/5°C,3°C/6°C,1°C/4°C
100,26/12/2018,2°C/4°C,1°C/4°C,1°C/4°C,2°C/5°C,1°C/3°C
101,27/12/2018,0°C/3°C,1°C/2°C,0°C/2°C,2°C/3°C,0°C/3°C
102,28/12/2018,0°C/3°C,-1°C/2°C,-1°C/2°C,0°C/4°C,2°C/5°C
103,29/12/2018,2°C/6°C,1°C/4°C,1°C/4°C,3°C/7°C,5°C/7°C
104,30/12/2018,5°C/8°C,4°C/7°C,4°C/7°C,6°C/9°C,7°C/9°C
105,31/12/2018,7°C/9°C,7°C/8°C,7°C/8°C,8°C/9°C,21°C/24°C
106,15/08/2018,20°C/25°C,20°C/24°C,21°C/25°C,21°C/25°C,20°C/24°C
107,16/08/2018,23°C/30°C,19°C/29°C,23°C/30°C,23°C/30°C,23°C/29°C
108,17/08/2018,20°C/24°C,17°C/24°C,20°C/25°C,20°C/25°C,19°C/23°C
109,18/08/2018,19°C/25°C,18°C/24°C,20°C/25°C,20°C/25°C,19°C/24°C
110,19/08/2018,22°C/28°C,21°C/27°C,22°C/28°C,22°C/28°C,21°C/27°C
111,20/08/2018,21°C/24°C,21°C/23°C,22°C/24°C,22°C/24°C,20°C/23°C
112,21/08/2018,23°C/25°C,21°C/25°C,23°C/26°C,23°C/26°C,23°C/25°C
113,22/08/2018,24°C/29°C,22°C/29°C,25°C/30°C,25°C/30°C,24°C/28°C
114,23/08/2018,22°C/26°C,19°C/25°C,23°C/27°C,23°C/27°C,22°C/24°C
115,24/08/2018,18°C/19°C,15°C/19°C,18°C/19°C,18°C/19°C,17°C/19°C
116,25/08/2018,16°C/18°C,14°C/18°C,16°C/19°C,16°C/19°C,15°C/18°C
117,26/08/2018,18°C/22°C,18°C/22°C,18°C/23°C,18°C/23°C,17°C/22°C
118,27/08/2018,19°C/22°C,16°C/22°C,19°C/22°C,19°C/22°C,19°C/21°C
119,28/08/2018,20°C/27°C,20°C/26°C,20°C/27°C,20°C/27°C,19°C/26°C
120,29/08/2018,18°C/21°C,16°C/20°C,19°C/21°C,17°C/21°C,19°C/20°C
121,30/08/2018,19°C/21°C,17°C/21°C,19°C/21°C,18°C/21°C,19°C/21°C
122,31/08/2018,19°C/22°C,17°C/22°C,19°C/21°C,18°C/21°C,19°C/22°C
123,01/10/2018,11°C/15°C,9°C/15°C,12°C/15°C,10°C/15°C,12°C/15°C
124,02/10/2018,12°C/15°C,11°C/15°C,11°C/14°C,11°C/14°C,11°C/15°C
125,03/10/2018,16°C/19°C,14°C/19°C,15°C/19°C,15°C/19°C,15°C/19°C
126,04/10/2018,15°C/20°C,15°C/20°C,15°C/21°C,15°C/21°C,15°C/20°C
127,05/10/2018,16°C/24°C,16°C/24°C,16°C/25°C,16°C/25°C,16°C/24°C
128,06/10/2018,18°C/23°C,17°C/23°C,18°C/24°C,18°C/24°C,17°C/22°C
129,07/10/2018,13°C/15°C,12°C/15°C,15°C/16°C,13°C/16°C,13°C/15°C
130,08/10/2018,13°C/18°C,12°C/18°C,13°C/18°C,13°C/18°C,13°C/18°C
131,09/10/2018,15°C/22°C,15°C/22°C,15°C/22°C,15°C/22°C,15°C/22°C
132,10/10/2018,17°C/24°C,17°C/24°C,17°C/25°C,17°C/25°C,17°C/24°C
133,11/10/2018,19°C/25°C,18°C/24°C,20°C/25°C,19°C/25°C,19°C/24°C
134,12/10/2018,10°C/14°C,8°C/13°C,9°C/13°C,9°C/13°C,10°C/13°C
135,01/05/2018,12°C/16°C,10°C/15°C,12°C/16°C,12°C/16°C,12°C/15°C
136,02/05/2018,13°C/16°C,10°C/16°C,13°C/16°C,13°C/16°C,13°C/16°C
137,03/05/2018,14°C/18°C,12°C/18°C,14°C/18°C,14°C/18°C,14°C/18°C
138,04/05/2018,16°C/23°C,16°C/22°C,16°C/22°C,16°C/22°C,16°C/22°C
139,05/05/2018,20°C/26°C,19°C/26°C,20°C/25°C,20°C/25°C,20°C/26°C
140,06/05/2018,21°C/25°C,18°C/25°C,20°C/24°C,20°C/24°C,22°C/25°C
141,07/05/2018,22°C/26°C,15°C/26°C,21°C/26°C,21°C/26°C,22°C/26°C
142,08/05/2018,17°C/22°C,15°C/20°C,18°C/22°C,18°C/22°C,17°C/21°C
143,09/05/2018,14°C/16°C,10°C/16°C,14°C/16°C,14°C/16°C,14°C/16°C
144,10/05/2018,15°C/20°C,15°C/20°C,15°C/20°C,15°C/20°C,15°C/21°C
145,11/05/2018,14°C/21°C,9°C/19°C,19°C/20°C,14°C/20°C,19°C/20°C
146,12/05/2018,11°C/14°C,11°C/15°C,11°C/13°C,11°C/13°C,11°C/15°C
147,13/05/2018,11°C/14°C,11°C/14°C,10°C/13°C,10°C/13°C,12°C/15°C
148,14/05/2018,13°C/20°C,13°C/19°C,12°C/19°C,12°C/19°C,14°C/19°C
149,15/05/2018,16°C/20°C,12°C/20°C,16°C/20°C,16°C/20°C,16°C/20°C
150,16/05/2018,12°C/18°C,11°C/18°C,12°C/18°C,12°C/18°C,13°C/18°C
151,17/05/2018,13°C/18°C,12°C/18°C,13°C/17°C,13°C/17°C,13°C/18°C
152,18/05/2018,14°C/18°C,12°C/18°C,14°C/18°C,14°C/18°C,14°C/18°C
153,19/05/2018,16°C/21°C,15°C/21°C,17°C/21°C,17°C/21°C,16°C/22°C
154,20/05/2018,17°C/24°C,16°C/23°C,17°C/22°C,17°C/22°C,18°C/24°C
155,21/05/2018,19°C/23°C,15°C/22°C,19°C/23°C,18°C/23°C,19°C/23°C
156,22/05/2018,18°C/21°C,14°C/20°C,18°C/21°C,18°C/21°C,17°C/19°C
157,23/05/2018,21°C/24°C,17°C/23°C,20°C/23°C,20°C/23°C,21°C/24°C
158,24/05/2018,20°C/25°C,18°C/25°C,21°C/24°C,20°C/24°C,21°C/25°C
159,25/05/2018,23°C/28°C,22°C/28°C,22°C/27°C,22°C/27°C,23°C/29°C
160,26/05/2018,24°C/28°C,20°C/27°C,23°C/27°C,23°C/27°C,24°C/28°C
161,27/05/2018,21°C/25°C,19°C/26°C,15°C/23°C,20°C/23°C,25°C/27°C
162,28/05/2018,20°C/24°C,18°C/23°C,19°C/23°C,19°C/23°C,21°C/24°C
163,29/05/2018,21°C/25°C,19°C/24°C,20°C/24°C,20°C/24°C,21°C/25°C
164,30/05/2018,22°C/24°C,17°C/23°C,21°C/23°C,20°C/23°C,22°C/24°C
165,31/05/2018,10°C/11°C,9°C/11°C,10°C/12°C,9°C/12°C,10°C/11°C
166,01/11/2018,8°C/11°C,6°C/11°C,9°C/11°C,7°C/11°C,8°C/11°C
167,02/11/2018,6°C/11°C,6°C/10°C,6°C/11°C,6°C/11°C,7°C/10°C
168,03/11/2018,8°C/13°C,8°C/12°C,8°C/13°C,8°C/13°C,8°C/12°C
169,04/11/2018,12°C/18°C,12°C/16°C,12°C/18°C,12°C/18°C,11°C/17°C
170,05/11/2018,13°C/19°C,11°C/17°C,15°C/19°C,13°C/19°C,14°C/18°C
171,06/11/2018,10°C/13°C,10°C/13°C,10°C/12°C,10°C/12°C,10°C/13°C
172,07/11/2018,8°C/12°C,8°C/12°C,8°C/12°C,8°C/12°C,8°C/12°C
173,08/11/2018,9°C/14°C,9°C/14°C,9°C/14°C,9°C/14°C,9°C/14°C
174,09/11/2018,12°C/13°C,11°C/13°C,12°C/13°C,11°C/13°C,12°C/13°C
175,10/11/2018,12°C/12°C,11°C/12°C,11°C/12°C,11°C/12°C,11°C/12°C
176,11/11/2018,10°C/11°C,10°C/11°C,11°C/12°C,10°C/12°C,10°C/12°C
177,12/11/2018,11°C/14°C,9°C/13°C,10°C/13°C,10°C/13°C,10°C/13°C
178,13/11/2018,9°C/13°C,9°C/13°C,9°C/14°C,9°C/14°C,9°C/13°C
179,14/11/2018,9°C/12°C,9°C/12°C,9°C/13°C,8°C/13°C,9°C/12°C
180,15/11/2018,6°C/10°C,6°C/10°C,8°C/10°C,6°C/10°C,8°C/10°C
